minimum_nights,amenity_score,number_of_reviews,availability_365,price_class,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,neighbourhood_group_Unknown,room_type_Private room,room_type_Shared room,room_type_Unknown
-0.2599790317196787,-0.7907700548963524,1.076185846417469,-0.8103519710354552,1,True,False,False,False,False,False,False,False
1.1319382877258424,1.0269010296928323,-0.5203787144335694,1.7466325211675344,2,True,False,False,False,False,False,False,False
-0.2599790317196787,0.39850616902057157,1.3042664979676173,-0.32804651292531045,1,True,False,False,False,False,False,False,False
-0.2599790317196787,-0.0013814695890492007,-0.4747625841235398,1.593519677323044,1,False,False,True,False,False,True,False,False
0.06123265738313385,-0.5882295626135573,-0.38353032350348043,-0.8486301819965778,1,True,False,False,False,False,True,False,False
-0.09937318716827241,-1.0815974284306218,-0.4975706492785546,-0.7644181178821081,1,False,False,False,False,False,False,False,False
-0.2599790317196787,0.48679305027204606,-0.20106580226336176,-0.7797294022665571,1,True,False,False,False,False,False,False,False
1.2390088507601131,-0.18314857804796766,-0.4975706492785546,0.16957022956928333,1,False,True,False,False,False,True,False,False
-0.3135143132368141,-0.45839591371432975,0.20947937052690527,0.5600079813727338,1,False,True,False,False,False,True,False,False
-0.3135143132368141,-0.1675685401800605,4.5430117499797245,1.0729360082517767,1,False,True,False,False,False,True,False,False
1.2390088507601131,1.2657949436674112,-0.5203787144335694,1.8385002274742286,2,False,True,False,False,False,False,False,False
-0.3135143132368141,-1.5022584508641188,-0.4975706492785546,-0.8486301819965778,0,True,False,False,False,False,True,False,False
-0.3135143132368141,0.14403221717808543,-0.5203787144335694,-0.3433577973097595,1,True,False,False,False,False,False,False,False
-0.09937318716827241,-1.2114310773298493,-0.3379141931934508,1.945679218165372,1,True,False,False,False,False,True,False,False
-0.20644375020254327,-0.23508203760765867,3.4254165573839974,1.2719827052496142,1,True,False,False,False,False,False,False,False
-0.3135143132368141,1.224248176019658,-0.5203787144335694,0.8892005956383882,3,True,False,False,False,False,False,False,False
-0.15290846868540783,-0.3545289945949478,0.23228743568192012,-0.6725504115754138,1,True,False,False,False,False,False,False,False
-0.2599790317196787,-0.8063500927642596,-0.20106580226336176,-0.4658480723853518,1,True,False,False,False,False,False,False,False
-0.3135143132368141,0.7620403859384085,-0.3379141931934508,1.945679218165372,2,False,False,True,False,False,True,False,False
-0.2599790317196787,0.024585260190796297,-0.4975706492785546,-0.8486301819965778,1,True,False,False,False,False,True,False,False
-0.09937318716827241,0.9697742241771725,-0.5203787144335694,0.33033871560599826,2,True,False,False,False,False,True,False,False
-0.09937318716827241,1.6189424686733098,-0.5203787144335694,-0.8486301819965778,3,False,True,False,False,False,False,False,False
-0.2599790317196787,1.5773957010255573,-0.3607222583484656,1.945679218165372,2,False,True,False,False,False,False,False,False
-0.2599790317196787,1.4319820142584219,-0.4975706492785546,1.4633737600552272,3,False,True,False,False,False,False,False,False
0.007697375865998424,-0.2714354592994425,-0.5203787144335694,-0.6648947693831894,1,False,True,False,False,False,False,False,False
-0.2599790317196787,0.5023730881399535,-0.26948999772840626,1.034657797290654,2,True,False,False,False,False,False,False,False
1.2925441322772486,0.3465727094608806,-0.5203787144335694,1.5705527507463704,2,False,True,False,False,False,False,False,False
1.2390088507601131,-0.9777305093112397,-0.5203787144335694,1.8078776587053305,0,True,False,False,False,False,True,False,False
-0.2599790317196787,-0.11563508062036953,0.07263097959681626,0.41455077972046794,1,False,True,False,False,False,True,False,False
-0.3135143132368141,-0.35972234055091695,-0.4975706492785546,-0.8486301819965778,1,True,False,False,False,False,True,False,False
-0.15290846868540783,0.6737535046869337,-0.4747625841235398,-0.8486301819965778,1,False,True,False,False,False,False,False,False
-0.20644375020254327,-0.027348199368894696,-0.5203787144335694,0.016457385724792925,1,False,False,False,False,False,True,False,False
1.2390088507601131,0.8970673807936048,-0.5203787144335694,1.9380235759731474,2,False,True,False,False,False,False,False,False
-0.2599790317196787,0.0038118763669199723,-0.4747625841235398,-0.7644181178821081,1,False,True,False,False,False,True,False,False
-0.2599790317196787,0.7983938076301924,-0.5203787144335694,-0.8486301819965778,2,True,False,False,False,False,False,False,False
-0.20644375020254327,0.6010466613033664,-0.1554496719533321,-0.6572391271909648,1,False,True,False,False,False,False,False,False
-0.20644375020254327,1.224248176019658,-0.13264160679831724,-0.8103519710354552,2,False,True,False,False,False,False,False,False
-0.3135143132368141,-1.7671190946185429,-0.04140934617825791,1.9303679337809228,0,False,False,False,True,False,True,False,False
-0.20644375020254327,0.28425255798925125,0.8709132600223354,0.17722587176150784,2,False,True,False,False,False,True,False,False
-0.2599790317196787,-0.9257970497515488,-0.5203787144335694,-0.8486301819965778,1,False,True,False,False,False,True,False,False
-0.3135143132368141,0.6633668127749953,0.665640673627202,1.8997453650120248,2,True,False,False,False,False,False,False,False
-0.3135143132368141,0.6114333532153043,-0.5203787144335694,-0.8486301819965778,1,True,False,False,False,False,False,False,False
-0.3135143132368141,-0.04292823723680184,-0.5203787144335694,1.2796383474418387,1,False,True,False,False,False,True,False,False
-0.3135143132368141,-0.027348199368894696,-0.5203787144335694,-0.8486301819965778,1,False,True,False,False,False,True,False,False
0.11476793890026926,0.7620403859384085,-0.38353032350348043,-0.73379554911321,2,False,False,True,False,False,False,False,False
-0.3135143132368141,0.652980120863057,6.801010200326193,0.5676636235649584,2,False,True,False,False,False,False,False,False
1.1319382877258424,-0.9361837416634871,-0.5203787144335694,1.6777317414375137,1,False,False,True,False,False,True,False,False
-0.2599790317196787,-0.2195019997397515,-0.4975706492785546,1.8614671540509022,1,True,False,False,False,False,True,False,False
-0.3135143132368141,-1.7463457107946665,-0.4975706492785546,-0.17493366908082006,0,True,False,False,False,False,True,False,False
-0.20644375020254327,1.2813749815353184,-0.5203787144335694,-0.8486301819965778,2,False,True,False,False,False,False,False,False
-0.2599790317196787,0.5387265098317371,-0.45195451896852495,-0.8486301819965778,2,False,True,False,False,False,False,False,False
-0.3135143132368141,-0.5207160651859591,-0.4747625841235398,-0.8486301819965778,1,True,False,False,False,False,True,False,False
-0.2599790317196787,1.9253498800754862,-0.5203787144335694,0.38392821095156987,3,True,False,False,False,False,False,False,False
-0.3135143132368141,1.1099945649883383,-0.5203787144335694,1.5322745397852477,2,False,True,False,False,False,True,False,False
0.1683032204174047,0.11287214144227113,-0.4975706492785546,-0.8486301819965778,1,True,False,False,False,False,True,False,False
-0.20644375020254327,1.8214829609561043,0.30071163114696464,-0.5730270630764951,2,False,True,False,False,False,False,False,False
1.2390088507601131,-0.06370162106067853,-0.42914645381351013,-0.5194375677309234,1,True,False,False,False,False,False,False,False
-0.2599790317196787,-1.5386118725559026,-0.5203787144335694,0.5064184860271622,0,False,False,False,False,False,True,False,False
-0.2599790317196787,0.5127597800518915,-0.31510612803843596,-0.15962238469637102,2,True,False,False,False,False,False,False,False
-0.3135143132368141,-0.8478968604120122,-0.4975706492785546,1.2183932099040424,1,False,True,False,False,False,True,False,False
-0.09937318716827241,-1.195851039461942,1.053377781262454,-0.05244339400522775,1,True,False,False,False,False,True,False,False
